arvo_id,project,harness,completed,patch_generated,run_status,vuln_id,vuln_function,vuln_file,total_cost_usd,triage_cost_usd,patching_cost_usd,total_llm_calls,failure_phase,failure_error,patch_failure_reason,last_validation_status,last_validation_message,workflow_file
36402,harfbuzz,hb-subset-fuzzer,yes,yes,completed,108,VarRegionList::serialize,harfbuzz/src/hb-ot-layout-common.hh,0.7892188499999999,0.4013037,0.38791514999999993,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_36402/workflow_data.json
36464,mruby,mruby_fuzzer,yes,yes,completed,109,scope_finish,mruby/mrbgems/mruby-compiler/core/codegen.c,0.0665462,0.0341908,0.0323554,9,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_36464/workflow_data.json
36807,php,php-fuzz-execute,yes,no,completed,110,ZEND_ASSIGN_DIM_SPEC_VAR_UNUSED_OP_DATA_VAR_HANDLER,php-src/Zend/zend_vm_execute.h,0.0570899,0.0302071,0.0268828,5,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_36807/workflow_data.json
36930,mruby,mruby_fuzzer,yes,yes,completed,111,mrb_vm_exec,mruby/src/vm.c,0.048348999999999996,0.0302694,0.018079599999999998,9,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_36930/workflow_data.json
36998,rdkit,mol_data_stream_to_mol_fuzzer,yes,yes,completed,112,SmilesParseOps::addquery,rdkit/Code/GraphMol/SmilesParse/CXSmilesOps.cpp,0.2590924,0.07517405,0.18391835,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_36998/workflow_data.json
37425,harfbuzz,hb-subset-fuzzer,yes,yes,completed,224,hb_set_copy,harfbuzz/src/hb-set.cc,0.0431627,0.02973845,0.01342425,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_37425/workflow_data.json
37915,arrow,arrow-ipc-stream-fuzz,yes,no,completed,113,Visit,arrow/cpp/src/arrow/array/util.cc,0.06380569999999999,0.0274449,0.0363608,6,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_37915/workflow_data.json
38121,wolfmqtt,wolfmqtt-fuzzer,yes,yes,completed,114,MqttClient_HandlePacket,wolfmqtt/src/mqtt_client.c,0.06989185,0.036490999999999996,0.03340085,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_38121/workflow_data.json
38989,mruby,mruby_fuzzer,yes,yes,completed,115,scope_finish,mruby/mrbgems/mruby-compiler/core/codegen.c,0.051373699999999994,0.02862265,0.02275105,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_38989/workflow_data.json
40307,serenity,FuzzPEM,yes,yes,completed,230,decode_pem,serenity/Userland/Libraries/LibCrypto/ASN1/PEM.cpp,0.028288050000000002,0.01294825,0.0153398,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_40307/workflow_data.json
40556,php,php-fuzz-tracing-jit,yes,yes,completed,116,zend_shutdown_executor_values,php-src/Zend/zend_execute_API.c,0.05854625,0.02969505,0.0288512,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_40556/workflow_data.json
40629,php,php-fuzz-tracing-jit,yes,yes,completed,117,zend_add_helper_SPEC,php-src/Zend/zend_vm_execute.h,0.053284,0.0292397,0.0240443,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_40629/workflow_data.json
41208,php,php-fuzz-tracing-jit,yes,yes,completed,118,ZEND_ASSIGN_DIM_SPEC_VAR_CV_OP_DATA_CONST_HANDLER,php-src/Zend/zend_vm_execute.h,0.07898905,0.035655900000000004,0.04333315,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_41208/workflow_data.json
41439,wolfmqtt,wolfmqtt-fuzzer,yes,no,completed,220,MqttDecode_Props,wolfmqtt/src/mqtt_packet.c,0.05313665,0.0222285,0.03090815,8,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_41439/workflow_data.json
42859,php,php-fuzz-tracing-jit,yes,yes,completed,119,zend_shutdown_executor_values,php-src/Zend/zend_execute_API.c,0.0851865,0.032941649999999996,0.052244849999999995,10,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_42859/workflow_data.json
42862,rdkit,mol_data_stream_to_mol_fuzzer,yes,no,completed,228,parse_data_sgroup,rdkit/Code/GraphMol/SmilesParse/CXSmilesOps.cpp,0.09994320000000001,0.034808900000000004,0.0651343,6,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_42862/workflow_data.json
42894,php,php-fuzz-tracing-jit,yes,no,completed,120,zend_hash_reverse_apply,php-src/Zend/zend_hash.c,0.06500444999999999,0.0275639,0.037440549999999996,7,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_42894/workflow_data.json
4300,open62541,fuzz_binary_decode,yes,yes,completed,121,ExtensionObject_decodeBinary,open62541/src/ua_types_encoding_binary.c,0.0579299,0.030716,0.0272139,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_4300/workflow_data.json
43925,ndpi,fuzz_process_packet,yes,no,completed,210,ndpi_search_kerberos,ndpi/src/lib/protocols/kerberos.c,0.03736635,0.0181377,0.01922865,6,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_43925/workflow_data.json
44212,harfbuzz,hb-shape-fuzzer,yes,yes,completed,122,OT::Layout::GSUB_impl::SubstLookup::is_reverse,harfbuzz/src/OT/Layout/GSUB/SubstLookup.hh,0.11210675,0.058767799999999995,0.05333895,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_44212/workflow_data.json
4440,librawspeed,LJpegDecompressorFuzzer,yes,no,completed,123,LJpegDecompressor::decode,librawspeed/src/librawspeed/decompressors/LJpegDecompressor.cpp,0.050554,0.0192157,0.0313383,5,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_4440/workflow_data.json
44405,ndpi,fuzz_process_packet,yes,no,completed,124,ndpi_strncasestr,ndpi/src/lib/ndpi_main.c,0.04399255,0.0215922,0.02240035,7,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_44405/workflow_data.json
44766,gpac,fuzz_parse,yes,yes,completed,125,audio_sample_entry_box_read,gpac/src/isomedia/box_code_base.c,0.06814219999999999,0.040276599999999996,0.027865599999999997,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_44766/workflow_data.json
44885,php,php-fuzz-execute,yes,yes,completed,126,fuzzer_request_shutdown,php-src/sapi/fuzzer/fuzzer-sapi.c,0.059542700000000004,0.024491950000000002,0.03505075,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_44885/workflow_data.json
4492,librawspeed,TiffParserFuzzer-GetDecoder-Decode,yes,no,completed,127,OffsetPerRowOrCol::apply,librawspeed/src/librawspeed/common/DngOpcodes.cpp,0.07360675,0.03162005,0.0419867,10,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_4492/workflow_data.json
45369,php,php-fuzz-execute,yes,yes,completed,128,spl_fixedarray_object_get_properties,php-src/ext/spl/spl_fixedarray.c,0.04128495,0.02501765,0.0162673,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_45369/workflow_data.json
45429,php,php-fuzz-tracing-jit,yes,no,completed,129,zend_dfa_optimize_op_array,php-src/Zend/Optimizer/dfa_pass.c,0.129598,0.0390789,0.09051909999999999,12,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_45429/workflow_data.json
45880,opensc,fuzz_pkcs15init,yes,yes,completed,130,template_sanity_check,opensc/src/pkcs15init/profile.c,0.0933156,0.06823075,0.02508485,11,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_45880/workflow_data.json
45934,imagemagick,encoder_miff_fuzzer,yes,no,completed,131,WriteMIFFImage,imagemagick/coders/miff.c,0.12542635,0.0632674,0.06215895,8,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_45934/workflow_data.json
46081,imagemagick,encoder_miff_fuzzer,yes,no,completed,132,WriteMIFFImage,imagemagick/coders/miff.c,0.0936866,0.04098185,0.052704749999999995,8,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_46081/workflow_data.json
46194,,,no,no,missing_workflow,,,,0,0,0,0,,workflow_data.json not found,,,,
46323,libxml2,xml,yes,yes,completed,133,xmlXIncludeIncludeNode,libxml2/xinclude.c,0.07388955,0.046376749999999994,0.027512799999999997,10,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_46323/workflow_data.json
46847,libredwg,llvmfuzz,yes,yes,completed,134,new_object,libredwg/src/in_dxf.c,0.12647704999999998,0.04464775,0.0818293,13,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_46847/workflow_data.json
47259,libredwg,llvmfuzz,yes,yes,completed,225,dwg_json_DIMENSION_RADIUS,libredwg/src/dwg.spec,0.11695074999999999,0.055769,0.06118175,17,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_47259/workflow_data.json
4764,open62541,fuzz_binary_message,yes,no,completed,135,processMSG,open62541/src/server/ua_server_binary.c,0.08860494999999999,0.035054249999999995,0.0535507,9,,,the agent did not produce a result,pov_still_crashes,Patch validation failed because a known PoV still reproduces,crs/arvo-patching-agent/arvo_4764/workflow_data.json
49068,php,php-fuzz-execute,yes,yes,completed,136,zim_ReflectionEnumBackedCase_getBackingValue,php-src/ext/reflection/php_reflection.c,0.0464184,0.01843485,0.02798355,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_49068/workflow_data.json
49259,mruby,mruby_fuzzer,yes,yes,completed,137,mrb_vm_exec,mruby/src/vm.c,0.40989725,0.19740385000000002,0.2124934,10,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_49259/workflow_data.json
49433,lcms,cms_profile_fuzzer,yes,no,completed,138,Type_MLU_Write,lcms/src/cmstypes.c,0.06443884999999999,0.0323554,0.03208345,8,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_49433/workflow_data.json
49441,lcms,cms_profile_fuzzer,yes,no,completed,139,Type_ProfileSequenceId_Write,lcms/src/cmstypes.c,0.0592648,0.0318101,0.0274547,9,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_49441/workflow_data.json
49455,lcms,cms_transform_all_fuzzer,yes,yes,completed,140,OptimizeByResampling,lcms/src/cmsopt.c,0.059358949999999994,0.02868355,0.0306754,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_49455/workflow_data.json
49475,lcms,cms_profile_fuzzer,yes,yes,completed,141,WriteCountAndString,lcms/src/cmstypes.c,0.0578508,0.025131399999999998,0.0327194,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_49475/workflow_data.json
49505,lcms,cms_profile_fuzzer,yes,yes,completed,142,Type_ViewingConditions_Write,lcms/src/cmstypes.c,0.05681409999999999,0.027059549999999998,0.029754549999999998,9,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_49505/workflow_data.json
49525,,,no,no,missing_workflow,,,,0,0,0,0,,workflow_data.json not found,,,,
49797,assimp,assimp_fuzzer,yes,yes,completed,143,InternReadFile,assimp/code/AssetLib/OFF/OFFLoader.cpp,0.04812535,0.0193053,0.02882005,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_49797/workflow_data.json
49835,ffmpeg,ffmpeg_dem_MOV_fuzzer,yes,no,completed,144,aax_filter,ffmpeg/libavformat/mov.c,0.1038667,0.031213,0.0726537,13,,,the agent did not produce a result,build_failed,Patch validation failed during build,crs/arvo-patching-agent/arvo_49835/workflow_data.json
49901,ndpi,fuzz_process_packet,yes,yes,completed,145,dissect_softether_host_fqdn,ndpi/src/lib/protocols/softether.c,0.049472499999999996,0.028810949999999995,0.02066155,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_49901/workflow_data.json
50105,ndpi,fuzz_process_packet,yes,yes,completed,146,dissect_softether_host_fqdn,ndpi/src/lib/protocols/softether.c,0.0461188,0.019901349999999998,0.02621745,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_50105/workflow_data.json
50433,c-blosc2,compress_frame_fuzzer,yes,yes,completed,147,blosc2_schunk_append_buffer,c-blosc2/blosc/schunk.c,0.04964679999999999,0.025405449999999996,0.02424135,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_50433/workflow_data.json
50725,lcms,cms_transform_all_fuzzer,yes,yes,completed,211,OptimizeMatrixShaper,lcms/src/cmsopt.c,0.04972975,0.0255402,0.02418955,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_50725/workflow_data.json
50832,lcms,cms_universal_transform_fuzzer,yes,yes,completed,148,PackChunkyBytes,lcms/src/cmspack.c,0.04086355,0.0203399,0.020523649999999997,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_50832/workflow_data.json
50833,lcms,cms_universal_transform_fuzzer,yes,no,completed,149,AllocEmptyTransform,lcms/src/cmsxform.c,0.062972,0.0273973,0.0355747,10,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_50833/workflow_data.json
50840,lcms,cms_universal_transform_fuzzer,yes,yes,completed,150,LLVMFuzzerTestOneInput,cms_universal_transform_fuzzer.c,0.036501849999999995,0.0124894,0.024012449999999998,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_50840/workflow_data.json
51169,php,php-fuzz-function-jit,yes,yes,completed,151,update_errors_warnings,php-src/ext/date/php_date.c,0.07908494999999999,0.03940825,0.039676699999999995,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_51169/workflow_data.json
51294,hunspell,affdicfuzzer,no,no,failed,,,,0,0,0,0,PHASE 5: TRIAGING POV WITH LLM,"Called `Result.unwrap()` on an `Err` value: UnknownCompletionError(reached max retries for completion attempt: e=BadRequestError(""Error code: 400 - {'error': {'message': 'Your input exceeds the context window of this model. Please adjust your input and try again.', 'type': 'invalid_request_error', 'param': 'input', 'code': 'context_length_exceeded'}}""), extra=None)",,,,crs/arvo-patching-agent/arvo_51294/workflow_data.json
51432,hunspell,affdicfuzzer,yes,yes,completed,152,parse_aliasf,hunspell/src/hunspell/hashmgr.cxx,0.06843584999999999,0.02797795,0.0404579,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_51432/workflow_data.json
52432,gpac,fuzz_parse,yes,yes,completed,153,unkn_box_read,gpac/src/isomedia/box_code_base.c,0.047578999999999996,0.026732299999999997,0.0208467,11,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_52432/workflow_data.json
53173,mruby,mruby_fuzzer,yes,yes,completed,154,unpack_hex,mruby/mrbgems/mruby-pack/src/pack.c,0.0445613,0.0279104,0.0166509,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_53173/workflow_data.json
53183,mruby,mruby_fuzzer,yes,yes,completed,155,mrb_str_format,mruby/mrbgems/mruby-sprintf/src/sprintf.c,0.0682262,0.044979200000000004,0.023247,10,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_53183/workflow_data.json
53623,,,no,no,missing_workflow,,,,0,0,0,0,,workflow_data.json not found,,,,
54162,libredwg,llvmfuzz,yes,yes,completed,156,decode_R13_R2000,libredwg/src/decode.c,0.07072555,0.030881549999999997,0.039844,10,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_54162/workflow_data.json
54163,libredwg,llvmfuzz,yes,yes,completed,157,decode_R13_R2000,libredwg/src/decode.c,0.06517210000000001,0.032901400000000004,0.0322707,9,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_54163/workflow_data.json
54380,libredwg,llvmfuzz,yes,yes,completed,227,json_HEADER,libredwg/src/in_json.c,0.06265209999999999,0.03081225,0.031839849999999996,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_54380/workflow_data.json
54861,ffmpeg,ffmpeg_AV_CODEC_ID_SVQ3_fuzzer,yes,no,completed,158,get_buffer,ffmpeg/libavcodec/svq3.c,0.21803004999999998,0.04679745,0.17123259999999998,28,,,the agent did not produce a result,build_failed,Patch validation failed during build,crs/arvo-patching-agent/arvo_54861/workflow_data.json
55026,ffmpeg,ffmpeg_AV_CODEC_ID_BINK_fuzzer,yes,no,completed,159,bink_decode_plane,ffmpeg/libavcodec/bink.c,0.1269527,0.03319785,0.09375485,16,,,the agent did not produce a result,build_failed,Patch validation failed during build,crs/arvo-patching-agent/arvo_55026/workflow_data.json
56308,wolfssl,fuzzer-wolfssl-ocsp,yes,yes,completed,160,DecodeSingleResponse,wolfssl/wolfcrypt/src/asn.c,0.0576044,0.0363769,0.0212275,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_56308/workflow_data.json
56476,libdwarf,fuzz_rng,yes,yes,completed,161,dwarf_get_rnglist_offset_index_value,libdwarf/src/lib/libdwarf/dwarf_rnglists.c,0.48800639999999995,0.2427915,0.24521489999999999,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_56476/workflow_data.json
56991,mruby,mruby_proto_fuzzer,yes,yes,completed,162,mrb_objspace_each_objects,mruby/src/gc.c,0.1762222,0.08694805,0.08927415,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_56991/workflow_data.json
57001,assimp,assimp_fuzzer,yes,no,completed,163,SortByPTypeProcess::Execute,assimp/code/PostProcessing/SortByPTypeProcess.cpp,0.0394149,0.0187621,0.0206528,5,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_57001/workflow_data.json
57080,libxml2,xinclude,yes,yes,completed,164,xmlSkipBlankChars,libxml2/parser.c,0.053757200000000005,0.033181050000000004,0.020576149999999998,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_57080/workflow_data.json
57084,libxml2,schema,yes,yes,completed,165,xmlParseContentInternal,libxml2/parser.c,0.061222700000000005,0.0336742,0.0275485,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_57084/workflow_data.json
57110,libxml2,schema,yes,yes,completed,166,xmlParseNCNameComplex,libxml2/parser.c,0.049489649999999996,0.0281183,0.02137135,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_57110/workflow_data.json
57284,libxml2,html,yes,yes,completed,167,htmlParseSystemLiteral,libxml2/HTMLparser.c,0.04649295,0.024415299999999997,0.02207765,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_57284/workflow_data.json
57294,libxml2,schema,yes,yes,completed,217,xmlParseEntityDecl,libxml2/parser.c,0.0453089,0.02691325,0.01839565,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_57294/workflow_data.json
57304,libxml2,html,yes,yes,completed,198,htmlParsePI,libxml2/HTMLparser.c,0.04332055,0.0256459,0.01767465,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_57304/workflow_data.json
57316,wolfssl,fuzzer-wolfssl-client-randomize,yes,yes,completed,168,SendBuffered,wolfssl/src/internal.c,0.07238175,0.0322854,0.040096349999999996,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_57316/workflow_data.json
57442,libdwarf,fuzz_rng,yes,yes,completed,169,dwarf_get_rnglist_offset_index_value,libdwarf/src/lib/libdwarf/dwarf_rnglists.c,0.04982494999999999,0.028967049999999998,0.0208579,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_57442/workflow_data.json
57703,mruby,mruby_proto_fuzzer,yes,yes,completed,170,mrb_objspace_each_objects,mruby/src/gc.c,0.18118415,0.0883036,0.09288054999999999,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_57703/workflow_data.json
57766,libdwarf,fuzz_die_cu_print,yes,yes,completed,206,_dwarf_extract_string_offset_via_str_offsets,libdwarf/src/lib/libdwarf/dwarf_form.c,0.2306115,0.11104345,0.11956805,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_57766/workflow_data.json
58133,hunspell,affdicfuzzer,yes,yes,completed,171,HashMgr::free_flag,hunspell/src/hunspell/hashmgr.cxx,0.062338149999999995,0.03072055,0.031617599999999996,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_58133/workflow_data.json
58553,hunspell,affdicfuzzer,yes,yes,completed,172,HashMgr::parse_aliasf,hunspell/src/hunspell/hashmgr.cxx,0.05909155000000001,0.02830135,0.030790200000000004,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_58553/workflow_data.json
58577,mruby,mruby_fuzzer,yes,yes,completed,173,gc_mark_children,mruby/src/gc.c,0.10665654999999999,0.053184949999999995,0.0534716,8,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_58577/workflow_data.json
58663,harfbuzz,hb-subset-fuzzer,yes,yes,completed,174,OT::Layout::GSUB_impl::SingleSubstFormat2_4<Types>::subset,harfbuzz/src/OT/Layout/GSUB/SingleSubstFormat2.hh,0.07679559999999999,0.045246249999999995,0.03154935,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_58663/workflow_data.json
58723,mruby,mruby_fuzzer,yes,yes,completed,175,class_subclasses,mruby/mrbgems/mruby-class-ext/src/class.c,0.10147409999999998,0.04540655,0.056067549999999994,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_58723/workflow_data.json
58946,wolfssl,fuzzer-wolfssl-client-randomize,yes,yes,completed,176,Dtls13RtxSendBuffered,wolfssl/src/dtls13.c,0.1052485,0.05187805,0.05337045,10,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_58946/workflow_data.json
59072,php,php-fuzz-execute,yes,yes,completed,177,concat_function,php-src/Zend/zend_operators.c,0.06897415,0.04437125,0.0246029,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_59072/workflow_data.json
59645,pcapplusplus,FuzzTarget,yes,yes,completed,178,parseExtensions,PcapPlusPlus/Packet++/src/IPv6Layer.cpp,0.0483035,0.0238952,0.0244083,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_59645/workflow_data.json
59654,pcapplusplus,FuzzTarget,yes,no,completed,179,GreLayer::getGREVersion,PcapPlusPlus/Packet++/src/GreLayer.cpp,0.04418155,0.02305065,0.021130899999999998,5,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_59654/workflow_data.json
59706,libxslt,xslt,yes,yes,completed,180,xmlParseNCNameComplex,libxml2/parser.c,0.050862349999999994,0.022932699999999997,0.027929649999999997,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_59706/workflow_data.json
59710,pcapplusplus,FuzzTarget,yes,no,completed,181,IDnsResource::decodeName,PcapPlusPlus/Packet++/src/DnsResource.cpp,0.055867349999999996,0.02994705,0.0259203,6,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_59710/workflow_data.json
59808,pcapplusplus,FuzzTarget,yes,no,completed,182,HeaderField::HeaderField,PcapPlusPlus/Packet++/src/TextBasedProtocol.cpp,0.0482118,0.0224798,0.025731999999999998,5,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_59808/workflow_data.json
59862,pcapplusplus,FuzzTarget,yes,no,completed,183,NflogTlv::getTotalSize,PcapPlusPlus/Packet++/header/NflogLayer.h,0.050491,0.0272916,0.023199400000000002,5,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_59862/workflow_data.json
60456,pcapplusplus,FuzzTarget,yes,no,completed,184,SSLHandshakeMessage::getMessageLength,PcapPlusPlus/Packet++/src/SSLHandshake.cpp,0.057209249999999996,0.0249879,0.032221349999999996,6,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_60456/workflow_data.json
60467,harfbuzz,hb-shape-fuzzer,yes,yes,completed,185,CmapSubtableTrimmed<UINT>::collect_unicodes,harfbuzz/src/hb-ot-cmap-table.hh,0.0610484,0.03708215,0.023966249999999998,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_60467/workflow_data.json
60473,pcapplusplus,FuzzTarget,yes,no,completed,186,DnsResource::getDataLength,PcapPlusPlus/Packet++/src/DnsResource.cpp,0.04659515,0.02294355,0.0236516,6,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_60473/workflow_data.json
60506,libdwarf,fuzz_srcfiles,yes,no,completed,187,read_line_table_program,libdwarf/src/lib/libdwarf/dwarf_line_table_reader_common.h,0.3026527,0.1475579,0.1550948,5,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_60506/workflow_data.json
61180,pcapplusplus,FuzzTarget,yes,yes,completed,188,SipRequestFirstLine::SipRequestFirstLine,PcapPlusPlus/Packet++/src/SipLayer.cpp,0.05722115,0.0242326,0.03298855,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_61180/workflow_data.json
61233,pcapplusplus,FuzzTarget,yes,yes,completed,189,IPv4Layer::toString,PcapPlusPlus/Packet++/src/IPv4Layer.cpp,0.06400765,0.02802555,0.0359821,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_61233/workflow_data.json
62209,rdkit,smiles_string_to_mol_fuzzer,yes,no,completed,190,makeBondHolder,rdkit/Code/GraphMol/new_canon.cpp,0.07300475,0.04029935,0.032705399999999996,5,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_62209/workflow_data.json
62615,imagemagick,encoder_label_fuzzer,yes,no,completed,191,ExecuteRPN,imagemagick/MagickCore/fx.c,0.046203499999999995,0.028996099999999997,0.017207399999999998,5,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_62615/workflow_data.json
63715,php,php-fuzz-tracing-jit,yes,yes,completed,192,OnUpdateFiberStackSize,php-src/Zend/zend.c,0.07799539999999999,0.0444038,0.0335916,12,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_63715/workflow_data.json
64111,pcapplusplus,FuzzTargetNg,yes,yes,completed,193,Packet::extendLayer,PcapPlusPlus/Packet++/src/Packet.cpp,0.0536557,0.02330895,0.03034675,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_64111/workflow_data.json
6457,imagemagick,encoder_pcd_fuzzer,yes,no,completed,194,WritePCDTile,imagemagick/coders/pcd.c,0.1265614,0.06603275,0.060528649999999996,11,,,the agent did not produce a result,,,crs/arvo-patching-agent/arvo_6457/workflow_data.json
64579,php,php-fuzz-function-jit,yes,yes,completed,195,i_free_compiled_variables,php-src/Zend/zend_execute.c,0.0585326,0.0330505,0.0254821,6,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_64579/workflow_data.json
65012,libxml2,xml,yes,yes,completed,196,xmlParseNCNameComplex,libxml2/parser.c,0.0574028,0.026120499999999998,0.0312823,7,,,,validated_patch_accepted,Patch validation succeeded,crs/arvo-patching-agent/arvo_65012/workflow_data.json
